design,split,repeat,model,learner,alpha,n_features,mae,rmse,r2,representation,inner_oof_rmse,raw_mae,raw_rmse,raw_r2
one_lag,grouped,7,M4_history_env_compact_vc_rf,rf,0.5,12,17.759649213135273,23.536844978899317,0.9250740603218075,compact_vc,49.684933163770985,23.08565561803869,27.24697351275681,0.8995910920869197
one_lag,grouped,7,M4_history_env_compact_vc_gb,gb,0.55,12,21.749099425512377,27.389438173346626,0.8985383426423403,compact_vc,49.188357606839034,31.04208605846469,36.76244079801978,0.8172133890367466
one_lag,grouped,7,M5_history_env_full_rf,rf,0.45,21,18.328370307143384,25.476329206522312,0.9122172041438549,full,50.011752287799766,26.33127802082379,31.878307032274382,0.8625558680517414
one_lag,grouped,7,M5_history_env_full_gb,gb,0.55,21,21.78249063708012,28.263392940502253,0.8919600691963676,full,48.91655050689629,31.544557545205674,37.985782159900126,0.8048458230419892
one_lag,grouped,7,M6_history_env_full_vc_rf,rf,0.45,24,18.23499484390414,25.49774514750251,0.9120695579642786,full_vc,50.23207353542618,26.010069835998333,31.165403943722012,0.8686345296963771
one_lag,grouped,7,M6_history_env_full_vc_gb,gb,0.55,24,22.11622170851557,28.37480347607709,0.8911066323648121,full_vc,49.10066578803048,31.270988661412478,37.43717459679637,0.8104421238291015
one_lag,grouped,8,M0_persistence,baseline,,1,19.554285714285715,32.84299044588619,0.9071926966741989,,,,,
one_lag,grouped,8,M1_history_rf,rf,0.35000000000000003,1,18.46248019608439,30.561438921494325,0.9196391795220746,history,51.271643563522055,21.702393719645624,30.627478999029023,0.9192915016000545
one_lag,grouped,8,M1_history_gb,gb,0.4,1,18.64611081126507,30.786809846961297,0.9184495908393792,history,50.89084885213536,19.826528468692068,29.63956415032158,0.9244141690466023
one_lag,grouped,8,M2_history_env_compact_rf,rf,0.45,9,20.92855392857246,32.824330147070626,0.9072981267833164,compact,49.26091258390026,26.523912633661123,37.25278579324308,0.8805972646125195
one_lag,grouped,8,M2_history_env_compact_gb,gb,0.4,9,20.74138514672416,33.325769809195045,0.9044441794613243,compact,49.61262166751074,27.880790848658144,38.24175749229897,0.8741734027756116
one_lag,grouped,8,M3_history_vc_rf,rf,0.45,4,19.290356570818467,31.995132278832692,0.9119225797585371,vc,49.77831961663298,27.21686036067856,37.17357878450342,0.8811044738846919
one_lag,grouped,8,M3_history_vc_gb,gb,0.35000000000000003,4,18.22060191224304,32.01946131717151,0.911788581022698,vc,50.887226638177296,23.889099602773047,34.72631713164171,0.8962437612487768
one_lag,grouped,8,M4_history_env_compact_vc_rf,rf,0.45,12,21.080227711223536,32.597002606969845,0.9085777090287482,compact_vc,49.326643464550834,28.226992900603868,37.75915284546573,0.877329185244945
one_lag,grouped,8,M4_history_env_compact_vc_gb,gb,0.4,12,20.46592470734162,33.10533087864984,0.9057041387407598,compact_vc,49.660252375382335,27.54500692026274,37.83132849007326,0.8768597728556472
one_lag,grouped,8,M5_history_env_full_rf,rf,0.4,21,21.124717158756788,32.50363736822309,0.909100667540197,full,49.66100487438042,29.42656171077377,38.05702799936542,0.8753860951003491
one_lag,grouped,8,M5_history_env_full_gb,gb,0.4,21,20.696110653418796,33.0314289307413,0.906124667367972,full,49.98160947527683,28.211811015534217,37.761691047709775,0.8773126926184489
one_lag,grouped,8,M6_history_env_full_vc_rf,rf,0.4,24,20.848416055831247,32.29173490923634,0.910282012551356,full_vc,49.882492329216646,28.634243303618344,37.42720504084364,0.879476548978381
one_lag,grouped,8,M6_history_env_full_vc_gb,gb,0.4,24,20.546630934458843,33.02582026178366,0.9061565443397183,full_vc,50.0555308748456,28.096906645597812,38.019680073004906,0.8756305591329598
one_lag,grouped,9,M0_persistence,baseline,,1,22.09518518518519,45.675726230314794,0.6402772587899825,,,,,
one_lag,grouped,9,M1_history_rf,rf,0.45,1,23.515595915565388,44.169988613185296,0.663603439751651,history,47.869665550929355,27.09835320685692,43.87050085251129,0.6681497440251937
one_lag,grouped,9,M1_history_gb,gb,0.45,1,21.823431412647228,43.05319798546026,0.6803992392464948,history,47.964055083419765,23.341177933695374,41.11756270830779,0.7084911805600302
one_lag,grouped,9,M2_history_env_compact_rf,rf,0.5,9,25.54358174500803,42.45041715105915,0.6892859467161634,compact,46.158064655122516,30.980881982561637,43.653660192708486,0.6714221384826466
one_lag,grouped,9,M2_history_env_compact_gb,gb,0.4,9,24.71052325262339,43.03059536315601,0.6807347274051266,compact,47.44458870054798,30.574641464891783,43.14804004576927,0.6789895887298318
one_lag,grouped,9,M3_history_vc_rf,rf,0.45,4,22.476226146962464,41.12809666064762,0.7083417975151017,vc,46.59200125946612,27.21019288441107,39.84208685730846,0.7262960105765333
one_lag,grouped,9,M3_history_vc_gb,gb,0.35000000000000003,4,21.31999639868427,42.81820313824692,0.6838786352508612,vc,48.05492365013995,23.547609719962658,39.96304713363455,0.7246315612677682
one_lag,grouped,9,M4_history_env_compact_vc_rf,rf,0.45,12,24.282681980638703,42.11542391638492,0.6941705351945511,compact_vc,46.24596117551341,29.33916983351808,42.02073656809715,0.6955441710401711
one_lag,grouped,9,M4_history_env_compact_vc_gb,gb,0.45,12,24.796782447804667,42.907271392003274,0.6825621081384694,compact_vc,47.16262035549612,30.036511900656077,43.41994136019568,0.6749310885497645
one_lag,grouped,9,M5_history_env_full_rf,rf,0.4,21,24.251263888622066,42.60284859945078,0.6870505091664092,full,46.641750903952776,30.23887346879858,42.91360449098749,0.6824683937683909
one_lag,grouped,9,M5_history_env_full_gb,gb,0.35000000000000003,21,24.04116698342099,43.24262511302664,0.6775806686243993,full,47.536756608670785,30.058413603425034,42.97342916977217,0.6815824524623046
one_lag,grouped,9,M6_history_env_full_vc_rf,rf,0.4,24,23.795163430561985,42.47538057799767,0.6889204017471462,full_vc,46.80193919127325,29.1468478963119,42.33197894222964,0.6910173350579282
one_lag,grouped,9,M6_history_env_full_vc_gb,gb,0.4,24,24.22355831913378,42.82948635905646,0.6837120081221931,full_vc,47.35806985166414,29.69471673742023,42.74559150234791,0.6849498911580425
one_lag,grouped,10,M0_persistence,baseline,,1,24.481111111111115,47.372247501394035,0.8566564858321855,,,,,
one_lag,grouped,10,M1_history_rf,rf,0.45,1,25.524638283779865,46.00412914434638,0.8648164970517371,history,46.70254903354378,30.772246024443508,46.53604203245816,0.8616723642618233
one_lag,grouped,10,M1_history_gb,gb,0.5,1,24.825421942668008,44.95892726862396,0.8708893853494715,history,46.511694100398316,26.91041235812405,43.54191540432188,0.8788997255392778
one_lag,grouped,10,M2_history_env_compact_rf,rf,0.4,9,27.279933251503053,42.78942733022314,0.8830492486244057,compact,46.17256549217345,39.2592775732021,47.399547711917634,0.8564912230075149
