design,model,mae_mean,mae_sd,rmse_mean,rmse_sd,r2_mean,r2_sd,alpha_mean,rmse_improvement_mean,rmse_improvement_sd,mae_improvement_mean,r2_improvement_mean,order
one_lag,M0_persistence,22.27112962962963,3.8671399708627647,39.8299993782321,7.625210657617897,0.8267998022372145,0.08478317808326916,,0.0,0.0,0.0,0.0,0
one_lag,M1_history_rf,23.599188119730513,3.160323932206777,39.07490442579463,7.0548555855997215,0.8335621368078903,0.0780825612399011,0.43000000000000005,0.7550949524374779,1.3246954788446932,-1.3280584901008827,0.006762334570675699,1
one_lag,M2_history_env_compact_rf,24.14652101218787,3.127886335664481,37.385302842362854,6.525628446579569,0.847980447674116,0.07106874931023538,0.4,2.4446965358692525,1.4043510125556455,-1.875391382558238,0.021180645436901423,2
one_lag,M3_history_vc_rf,24.267060826405135,3.1334200677447663,38.16149907842437,6.0994492693374625,0.8428995913958153,0.0654056198743779,0.43500000000000005,1.6685002998077323,2.0695957247828476,-1.9959311967755056,0.01609978915860063,3
one_lag,M4_history_env_compact_vc_rf,24.233257934702337,3.237977906368616,37.45939832652235,6.731217388749203,0.847654033038401,0.07039775273992478,0.39,2.3706010517097558,1.2245481402058231,-1.9621283050727065,0.020854230801186424,4
one_lag,M5_history_env_full_rf,24.452215038283338,3.110387295318853,37.84543113195443,6.3387170217017585,0.8442508972510888,0.07159020379221959,0.35500000000000004,1.984568246277678,1.4233162082872894,-2.18108540865371,0.017451095013874228,5
one_lag,M6_history_env_full_vc_rf,24.337808953794966,3.154182757864419,37.85519494965369,6.416178100555798,0.844301917417108,0.07123953616771933,0.36,1.9748044285784068,1.3136478686835464,-2.0666793241653343,0.01750211517989355,6
